id,term,before_example,after_example,after_ko,after_en,after_ja
a2_0004,"araña","La palabra ""araña"" aparece en la lista.","Hay una araña en el techo.","천장에 거미가 있어요.","There is a spider on the ceiling.","天井にクモがいます。"
a2_0005,"arquitecto","La palabra ""arquitecto"" aparece en la lista.","El arquitecto diseña el nuevo museo.","건축가가 새 박물관을 설계해요.","The architect designs the new museum.","建築家が新しい博物館を設計します。"
a2_0006,"arte","La palabra ""arte"" aparece en la lista.","Me interesa el arte moderno.","현대 예술에 관심이 있어요.","I am interested in modern art.","現代アートに興味があります。"
a2_0007,"azafata","La palabra ""azafata"" aparece en la lista.","La azafata sirve bebidas en el avión.","승무원이 기내에서 음료를 제공해요.","The flight attendant serves drinks on the plane.","客室乗務員が機内で飲み物を出します。"
a2_0008,"bosque","La palabra ""bosque"" aparece en la lista.","Paseamos por el bosque en otoño.","가을에 숲을 산책해요.","We walk through the forest in autumn.","秋に森を散歩します。"
a2_0009,"caballo","La palabra ""caballo"" aparece en la lista.","El caballo corre por el campo.","말이 들판을 달려요.","The horse runs through the field.","馬が野原を走っています。"
a2_0010,"cámara","La palabra ""cámara"" aparece en la lista.","Llevo la cámara para hacer fotos.","사진 찍으려고 카메라를 가져가요.","I take the camera to take photos.","写真を撮るためにカメラを持っていきます。"
a2_0011,"castillo","La palabra ""castillo"" aparece en la lista.","El castillo está en lo alto de la colina.","성은 언덕 꼭대기에 있어요.","The castle is at the top of the hill.","城は丘の上にあります。"
a2_0012,"CD-ROM","La palabra ""CD-ROM"" aparece en la lista.","Este ordenador viejo lee CD-ROM.","이 오래된 컴퓨터는 CD롬을 읽어요.","This old computer reads CD-ROMs.","この古いパソコンはCD-ROMを読み込めます。"
a2_0013,"centímetro","La palabra ""centímetro"" aparece en la lista.","La mesa mide un centímetro más que la otra.","이 테이블은 다른 것보다 1센티미터 더 커요.","The table measures one centimeter more than the other.","このテーブルはもう一つより1センチ大きいです。"
a2_0014,"chatear","La palabra ""chatear"" aparece en la lista.","Me gusta chatear con amigos de otros países.","다른 나라 친구들과 채팅하는 걸 좋아해요.","I like chatting online with friends from other countries.","外国の友達とチャットするのが好きです。"
a2_0015,"cielo","La palabra ""cielo"" aparece en la lista.","El cielo está lleno de estrellas.","하늘이 별로 가득해요.","The sky is full of stars.","空は星でいっぱいです。"
a2_0016,"ciencia","La palabra ""ciencia"" aparece en la lista.","La ciencia avanza muy rápido.","과학은 아주 빠르게 발전해요.","Science advances very fast.","科学はとても速く進歩します。"
a2_0017,"científico","La palabra ""científico"" aparece en la lista.","El científico trabaja en el laboratorio.","과학자가 실험실에서 일해요.","The scientist works in the laboratory.","科学者は研究室で働いています。"
a2_0018,"cosmopolita","La palabra ""cosmopolita"" aparece en la lista.","Nueva York es una ciudad cosmopolita.","뉴욕은 국제적인 도시예요.","New York is a cosmopolitan city.","ニューヨークは国際的な都市です。"
a2_0019,"costa","La palabra ""costa"" aparece en la lista.","El pueblo está en la costa del sur.","그 마을은 남쪽 해안에 있어요.","The town is on the southern coast.","その町は南の海岸にあります。"
a2_0020,"cristal","La palabra ""cristal"" aparece en la lista.","La mesa tiene una tapa de cristal.","테이블 상판이 유리로 되어 있어요.","The table has a glass top.","テーブルの天板はガラスです。"
a2_0021,"cuadrado","La palabra ""cuadrado"" aparece en la lista.","El salón tiene un espejo cuadrado.","거실에 정사각형 거울이 있어요.","The living room has a square mirror.","リビングに四角い鏡があります。"
a2_0022,"cuadro","La palabra ""cuadro"" aparece en la lista.","Este cuadro es de un pintor famoso.","이 그림은 유명한 화가의 작품이에요.","This painting is by a famous painter.","この絵は有名な画家の作品です。"
a2_0023,"debajo","La palabra ""debajo"" aparece en la lista.","El gato está debajo de la mesa.","고양이가 테이블 아래에 있어요.","The cat is under the table.","猫はテーブルの下にいます。"
a2_0024,"decir","La palabra ""decir"" aparece en la lista.","¿Me puedes decir la hora, por favor?","지금 몇 시인지 말해 줄래요?","Can you tell me the time, please?","時間を教えてもらえますか。"
a2_0025,"delante","La palabra ""delante"" aparece en la lista.","El taxi espera delante del hotel.","택시가 호텔 앞에서 기다려요.","The taxi waits in front of the hotel.","タクシーはホテルの前で待っています。"
a2_0026,"demasiado","La palabra ""demasiado"" aparece en la lista.","Este café tiene demasiado azúcar.","이 커피는 설탕이 너무 많아요.","This coffee has too much sugar.","このコーヒーは砂糖が多すぎます。"
a2_0027,"dentro","La palabra ""dentro"" aparece en la lista.","Las llaves están dentro del bolso.","열쇠는 가방 안에 있어요.","The keys are inside the bag.","鍵はかばんの中にあります。"
a2_0028,"desde","La palabra ""desde"" aparece en la lista.","Trabajo aquí desde el año pasado.","작년부터 여기서 일해요.","I have worked here since last year.","去年からここで働いています。"
a2_0029,"desierto","La palabra ""desierto"" aparece en la lista.","El desierto de Atacama está en Chile.","아타카마 사막은 칠레에 있어요.","The Atacama Desert is in Chile.","アタカマ砂漠はチリにあります。"
a2_0030,"detrás","La palabra ""detrás"" aparece en la lista.","El jardín está detrás de la casa.","정원은 집 뒤에 있어요.","The garden is behind the house.","庭は家の後ろにあります。"
a2_0031,"diferente","La palabra ""diferente"" aparece en la lista.","Cada país tiene una cultura diferente.","나라마다 문화가 달라요.","Each country has a different culture.","国ごとに文化が違います。"
a2_0032,"ejército","La palabra ""ejército"" aparece en la lista.","Mi primo trabaja en el ejército.","내 사촌은 군대에서 일해요.","My cousin works in the army.","いとこは軍隊で働いています。"
a2_0033,"enfrente","La palabra ""enfrente"" aparece en la lista.","La farmacia está enfrente del banco.","약국은 은행 맞은편에 있어요.","The pharmacy is opposite the bank.","薬局は銀行の向かいにあります。"
a2_0034,"escritor","La palabra ""escritor"" aparece en la lista.","El escritor firma libros en la feria.","작가가 도서전에서 사인을 해요.","The writer signs books at the fair.","作家がブックフェアでサインをしています。"
a2_0035,"esquina","La palabra ""esquina"" aparece en la lista.","Nos vemos en la esquina de tu calle.","네 동네 모퉁이에서 만나자.","See you at the corner of your street.","あなたの通りの角で会いましょう。"
a2_0036,"estatua","La palabra ""estatua"" aparece en la lista.","Hay una estatua en el centro de la plaza.","광장 중앙에 동상이 있어요.","There is a statue in the center of the square.","広場の中央に像があります。"
a2_0037,"estrecho","La palabra ""estrecho"" aparece en la lista.","Este pasillo es muy estrecho.","이 복도는 아주 좁아요.","This hallway is very narrow.","この廊下はとても狭いです。"
a2_0038,"estrella","La palabra ""estrella"" aparece en la lista.","Esa estrella brilla mucho esta noche.","오늘 밤 저 별이 아주 밝게 빛나요.","That star shines a lot tonight.","今夜あの星はとても明るく輝いています。"
a2_0039,"flamenco","La palabra ""flamenco"" aparece en la lista.","Vemos un espectáculo de flamenco en Sevilla.","세비야에서 플라멩코 공연을 봐요.","We watch a flamenco show in Seville.","セビリアでフラメンコのショーを見ます。"
a2_0040,"fotógrafo","La palabra ""fotógrafo"" aparece en la lista.","El fotógrafo hace fotos de la boda.","사진작가가 결혼식 사진을 찍어요.","The photographer takes photos of the wedding.","カメラマンが結婚式の写真を撮ります。"
a2_0041,"fuera","La palabra ""fuera"" aparece en la lista.","Los niños juegan fuera de la casa.","아이들이 집 밖에서 놀아요.","The children play outside the house.","子どもたちは家の外で遊んでいます。"
a2_0042,"gato","La palabra ""gato"" aparece en la lista.","Mi gato duerme todo el día.","우리 고양이는 하루 종일 자요.","My cat sleeps all day.","うちの猫は一日中寝ています。"
a2_0043,"gorro","La palabra ""gorro"" aparece en la lista.","En invierno llevo un gorro de lana.","겨울에는 털모자를 써요.","In winter I wear a wool hat.","冬はウールの帽子をかぶります。"
a2_0044,"guerra","La palabra ""guerra"" aparece en la lista.","La guerra terminó hace muchos años.","전쟁은 아주 오래전에 끝났어요.","The war ended many years ago.","戦争はずっと昔に終わりました。"
a2_0045,"habitante","La palabra ""habitante"" aparece en la lista.","Cada habitante recicla su basura aquí.","여기서는 주민 각자가 쓰레기를 재활용해요.","Each inhabitant recycles their trash here.","ここでは住民それぞれがゴミをリサイクルします。"
a2_0046,"importante","La palabra ""importante"" aparece en la lista.","Dormir bien es muy importante.","잘 자는 것은 아주 중요해요.","Sleeping well is very important.","よく眠ることはとても大切です。"
a2_0047,"impresionante","La palabra ""impresionante"" aparece en la lista.","La vista desde la torre es impresionante.","탑에서 보는 전망이 인상적이에요.","The view from the tower is impressive.","塔からの眺めは圧巻です。"
a2_0048,"increíble","La palabra ""increíble"" aparece en la lista.","El final de la película es increíble.","영화 결말이 놀라워요.","The end of the movie is amazing.","映画の結末は驚きです。"
a2_0049,"industrial","La palabra ""industrial"" aparece en la lista.","Esta es una zona industrial de la ciudad.","여기는 도시의 산업 지역이에요.","This is an industrial area of the city.","ここは市の工業地帯です。"
a2_0050,"informático","La palabra ""informático"" aparece en la lista.","El informático repara mi ordenador.","IT 기술자가 내 컴퓨터를 고쳐요.","The IT specialist repairs my computer.","IT技術者が私のパソコンを修理します。"
